id,name,buildingType,specificBuildingType,description,closedDays,openHour,closeHour,notes
1475,"The Adastrakax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1476,"The Lightwort Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1477,"The Onyxlode Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1478,"The Quartznail Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1479,"The Chrysodur Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1480,"The Porphyrowryn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1481,"The Freanitlithar Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1482,"The Rhadakax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1483,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1484,"The Gaukville Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1485,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1486,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1487,"The Zerulrith Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1488,"The Haynose Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1489,"The Teasenundlin Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1490,"The Stunning Guard Linen-draper","SHOP","linen draper","Linen-draper","[6,7]",9,17,""
1491,"The Goldgins Fur Trader","SHOP","fur trader","Fur trader","[6,7]",9,17,""
1492,"The Omaphel Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1493,"The Darkboots Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1494,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1495,"The Aximil Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1496,"The Aleaitryn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1497,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1498,"Feather Yarn Co.","SHOP","yarn shop","Yarn Shop","[6,7]",9,17,""
1499,"Barracks","LAW_ENFORCEMENT","barracks","Barracks for the town guard",,,,""
1500,"The Stoutfall Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1501,"The Sparklegrace Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1502,"The Sparklegrace Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1503,"The Babblespring Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1504,"The Dwinzea Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1505,"Sandfield Legal Co","SERVICE","lawyer","A lawyer, with good quality services.","[6,7]",9,17,""
1506,"The Tookworthy Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1507,"Toad Store","WAREHOUSE","general warehouse","Warehouse storing general goods",,,,""
1508,"The Sagard Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1509,"Dragon Supplies","WAREHOUSE","general warehouse","Warehouse storing general goods",,,,""
1510,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1511,"The Whitmathom Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1512,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1513,"The Cambree Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1514,"The Melkarila Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1515,"Void Supplies","WAREHOUSE","specific warehouse","Warehouse storing grape",,,,""
1516,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1517,"The Killeraheal Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1518,"The Archorith Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1519,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1520,"The Truebonk Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1521,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1522,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1523,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1524,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1525,"Chieftain Store","WAREHOUSE","general warehouse","Warehouse storing general goods",,,,""
1526,"The Bulgesmial Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1527,"The Ousseadlues Messenger","SERVICE","messenger","A messenger, with average quality services.","[6,7]",9,17,""
1528,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1529,"The Ousseatylar Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1530,"Lion Store","WAREHOUSE","general warehouse","Warehouse storing general goods",,,,""
1531,"Aragrin Law","SERVICE","lawyer","A lawyer, with average quality services.","[6,7]",9,17,""
1532,"The Garnetarmor Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1533,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1534,"The Auvrealtin Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1535,"The Ussala Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1536,"Whore Supplies","WAREHOUSE","general warehouse","Warehouse storing general goods",,,,""
1537,"Angel Supplies","WAREHOUSE","specific warehouse","Warehouse storing work clothing",,,,""
1538,"The Deepguard Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1539,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1540,"The Supine Maple Messenger","SERVICE","messenger","A messenger, with average quality services.","[6,7]",9,17,""
1541,"Mother Supplies","WAREHOUSE","general warehouse","Warehouse storing general goods",,,,""
1542,"The Nabdoor Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1543,"The Mugwort Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1544,"The Bankbairn Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1545,"Monk Supplies","WAREHOUSE","general warehouse","Warehouse storing general goods",,,,""
1546,"The Eytherundlin Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1547,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1548,"The Thundershield Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1549,"The Alebellows Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1550,"Mountain Supplies","WAREHOUSE","general warehouse","Warehouse storing general goods",,,,""
1551,"Snake Supplies","WAREHOUSE","general warehouse","Warehouse storing general goods",,,,""
1552,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1553,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1554,"The Beautiful Messenger","SERVICE","messenger","A messenger, with good quality services.","[6,7]",9,17,""
1555,"Knife Supplies","WAREHOUSE","general warehouse","Warehouse storing general goods",,,,""
1556,"The Freanisithek Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1557,"The Kennyrtylar Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1558,"The Coaldrum Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1559,"The Coaldrum Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1560,"The Hlaevalsa Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1561,"Bull Storage","WAREHOUSE","general warehouse","Warehouse storing general goods",,,,""
1562,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1563,"The Whistleflow Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1564,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1565,"The Saltshout Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1566,"The Hunithundlin Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1567,"The Goodbuck Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1568,"The Lazuloyax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1569,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1570,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1571,"The Teasenettln Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1572,"The Myrthvalsa Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1573,"The Tyrvirrea Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1574,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1575,"The Baequimitore Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1576,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1577,"The Siltseeker Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1578,"The Myrthitryn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1579,"The Redleth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1580,"The Ingotaxe Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1581,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1582,"The Bannieplith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1583,"The Bannieplith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1584,"The Aleanettln Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1585,"The Butcher's Torch","INN","small inn","Small inn","[]",11,1,""
1586,"The Tookworthy Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1587,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1588,"The Roughnail Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1589,"The Gembrand Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1590,"The Mardrax Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1591,"The Ironsoul Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1592,"The Kennyrretyn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1593,"The Baradrax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1594,"The Ironsoul Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1595,"The Zirconhild Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1596,"The Killelylth Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1597,"The Tyraheal Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1598,"The Mudstrike Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1599,"The Tyrneaurdrenn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1600,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1601,"The Myrthatear Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1602,"The Myrthatear Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1603,"The Myrthatear Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1604,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1605,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1606,"The Dryearettln Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1607,"The Dirthtylar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1608,"The Huroila Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1609,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1610,"The Auvreaear Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1611,"The Heasilylth Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1612,"The Loudhand Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1613,"The Harrin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1614,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1615,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1616,"The Aleazea Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1617,"The Hlaealtin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1618,"The Heasitryn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1619,"The Jachoriax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1620,"The Aragzys Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1621,"The Briskcraft-Nutstand Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1622,"The Norreplith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1623,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1624,"The Arabilylth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1625,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1626,"The Norreplith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1627,"The Squiggleguard Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1628,"The Boonpeak Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1629,"The Hunithelrvis Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1630,"The Bannitylar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1631,"The Bannitylar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1632,"The Boulderlung Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1633,"The Spinelaxe Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1634,"The Strongblock Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1635,"The Peridodur Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1636,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1637,"The Dryearghymn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1638,"The Dryearghymn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1639,"The Bafflestitch Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1640,"The Tolarmej Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1641,"The Gooldpipe Residence","RESIDENCE","lower class home","Lower-class home",,,,""
